Date,LOS,Rate,Rate Code,RoomType,Source,Track Code,Occupied,ADR,IsHoliday,IsWeekend
2021-01-01,7,65.0,25,2,1,0,99,91.72,1,0
2021-01-02,1,103.72,103,3,0,1,94,90.27,0,1
2021-01-03,3,70.0,19,3,1,0,51,74.75,0,1
2021-01-03,5,70.0,25,2,1,0,51,74.75,0,1
2021-01-03,4,70.0,3,2,1,0,51,74.75,0,1
2021-01-03,1,65.0,5,3,2,3,51,74.75,0,1
2021-01-03,5,70.0,3,2,1,0,51,74.75,0,1
2021-01-03,9,70.0,25,3,1,0,51,74.75,0,1
2021-01-03,5,70.0,3,2,1,0,51,74.75,0,1
2021-01-03,5,65.0,25,5,1,0,51,74.75,0,1
2021-01-03,6,70.0,3,2,1,0,51,74.75,0,1
2021-01-03,4,70.0,14,3,1,0,51,74.75,0,1
2021-01-03,5,65.0,17,3,1,0,51,74.75,0,1
2021-01-03,5,70.0,25,3,1,0,51,74.75,0,1
2021-01-03,5,70.0,25,2,1,0,51,74.75,0,1
2021-01-03,4,70.0,25,3,1,0,51,74.75,0,1
2021-01-03,5,70.0,3,2,1,0,51,74.75,0,1
2021-01-04,1,103.72,103,2,0,1,54,75.96,0,0
2021-01-04,4,70.0,3,5,2,0,54,75.96,0,0
2021-01-04,4,70.0,25,3,2,0,54,75.96,0,0
2021-01-04,4,70.0,24,2,2,0,54,75.96,0,0
2021-01-05,1,65.0,5,5,2,0,60,72.63,0,0
2021-01-05,1,65.0,5,2,2,1,60,72.63,0,0
2021-01-05,1,70.0,24,5,2,0,60,72.63,0,0
2021-01-05,1,65.0,5,5,2,0,60,72.63,0,0
2021-01-05,1,70.0,4,3,2,0,60,72.63,0,0
2021-01-05,1,70.0,24,3,2,0,60,72.63,0,0
2021-01-06,1,103.72,103,3,0,1,60,74.18,0,0
2021-01-06,1,70.0,4,2,2,0,60,74.18,0,0
2021-01-06,1,103.72,103,3,0,1,60,74.18,0,0
2021-01-06,1,103.72,103,5,0,1,60,74.18,0,0
2021-01-06,1,65.0,5,2,0,0,60,74.18,0,0
2021-01-06,1,65.0,5,2,2,0,60,74.18,0,0
2021-01-06,4,70.0,24,5,2,0,60,74.18,0,0
2021-01-06,8,70.0,25,5,2,0,60,74.18,0,0
2021-01-07,1,65.0,5,3,0,0,69,74.95,0,0
2021-01-07,1,70.0,24,3,1,0,69,74.95,0,0
2021-01-07,1,65.0,5,3,0,0,69,74.95,0,0
2021-01-07,1,70.0,24,3,2,0,69,74.95,0,0
2021-01-07,2,70.0,24,3,2,0,69,74.95,0,0
2021-01-07,1,65.0,5,2,0,0,69,74.95,0,0
2021-01-07,1,103.72,103,2,0,1,69,74.95,0,0
2021-01-07,1,103.72,103,7,0,1,69,74.95,0,0
2021-01-07,7,70.0,25,3,1,0,69,74.95,0,0
2021-01-07,1,65.0,5,2,0,0,69,74.95,0,0
2021-01-08,7,70.0,24,3,1,0,87,85.57,0,0
2021-01-08,7,70.0,25,2,1,0,87,85.57,0,0
2021-01-08,1,103.72,103,2,0,0,87,85.57,0,0
2021-01-08,1,70.0,24,3,2,0,87,85.57,0,0
2021-01-08,2,70.0,24,2,1,0,87,85.57,0,0
2021-01-09,1,103.72,103,3,0,0,100,92.13,0,1
2021-01-09,1,65.0,5,2,1,0,100,92.13,0,1
2021-01-09,1,103.72,103,7,0,1,100,92.13,0,1
2021-01-09,1,65.0,5,3,0,1,100,92.13,0,1
2021-01-09,1,65.0,5,3,0,0,100,92.13,0,1
2021-01-09,1,65.0,5,2,0,0,100,92.13,0,1
2021-01-10,5,70.0,19,3,1,0,62,75.31,0,1
2021-01-10,5,70.0,14,3,1,0,62,75.31,0,1
2021-01-10,5,70.0,25,2,1,0,62,75.31,0,1
2021-01-10,1,103.72,103,6,0,1,62,75.31,0,1
2021-01-10,5,70.0,25,3,1,0,62,75.31,0,1
2021-01-10,5,70.0,25,2,1,0,62,75.31,0,1
2021-01-10,5,70.0,25,2,1,0,62,75.31,0,1
2021-01-10,5,70.0,3,2,1,0,62,75.31,0,1
2021-01-10,2,70.0,24,3,2,0,62,75.31,0,1
2021-01-10,1,65.0,5,2,0,0,62,75.31,0,1
2021-01-10,2,70.0,25,2,1,0,62,75.31,0,1
2021-01-10,5,70.0,3,2,1,0,62,75.31,0,1
2021-01-10,5,70.0,25,2,1,0,62,75.31,0,1
2021-01-10,5,70.0,3,2,1,0,62,75.31,0,1
2021-01-10,5,70.0,25,2,1,0,62,75.31,0,1
2021-01-10,1,103.72,103,6,0,1,62,75.31,0,1
2021-01-10,5,70.0,3,2,1,0,62,75.31,0,1
2021-01-10,5,70.0,3,2,1,0,62,75.31,0,1
2021-01-10,5,70.0,25,2,1,0,62,75.31,0,1
2021-01-10,5,70.0,25,3,1,0,62,75.31,0,1
2021-01-10,5,70.0,3,2,1,0,62,75.31,0,1
2021-01-10,5,70.0,19,3,1,0,62,75.31,0,1
2021-01-10,5,70.0,25,2,1,0,62,75.31,0,1
2021-01-11,2,70.0,24,3,2,0,59,74.92,0,0
2021-01-11,1,65.0,5,3,2,0,59,74.92,0,0
2021-01-11,1,103.72,103,7,0,1,59,74.92,0,0
2021-01-11,4,70.0,24,3,1,0,59,74.92,0,0
2021-01-11,1,65.0,5,2,0,0,59,74.92,0,0
2021-01-12,1,103.72,103,2,0,1,56,73.01,0,0
2021-01-12,1,103.72,103,5,0,1,56,73.01,0,0
2021-01-12,1,65.0,5,2,0,0,56,73.01,0,0
2021-01-12,1,65.0,5,3,2,0,56,73.01,0,0
2021-01-12,3,70.0,24,3,2,0,56,73.01,0,0
2021-01-12,1,65.0,5,2,0,0,56,73.01,0,0
2021-01-13,1,65.0,5,2,2,0,66,74.04,0,0
2021-01-13,1,65.0,5,2,0,0,66,74.04,0,0
2021-01-13,9,70.0,24,3,2,0,66,74.04,0,0
2021-01-13,1,79.8,9,1,0,0,66,74.04,0,0
2021-01-13,1,70.0,4,3,1,0,66,74.04,0,0
2021-01-13,1,65.0,5,5,2,0,66,74.04,0,0
2021-01-13,1,70.0,24,3,2,0,66,74.04,0,0
2021-01-13,1,103.72,103,7,0,1,66,74.04,0,0
2021-01-13,2,65.0,5,5,2,0,66,74.04,0,0
2021-01-13,2,70.0,24,2,2,0,66,74.04,0,0
2021-01-14,1,100.0,1,6,1,1,100,85.45,0,0
2021-01-14,1,100.0,1,6,1,1,100,85.45,0,0
2021-01-14,1,100.0,1,6,1,1,100,85.45,0,0
2021-01-14,1,100.0,1,3,1,1,100,85.45,0,0
2021-01-14,1,100.0,1,3,1,1,100,85.45,0,0
2021-01-14,1,100.0,1,3,1,1,100,85.45,0,0
2021-01-14,1,100.0,1,3,1,1,100,85.45,0,0
2021-01-14,1,100.0,1,3,1,1,100,85.45,0,0
2021-01-14,1,100.0,1,3,1,1,100,85.45,0,0
2021-01-14,1,100.0,1,6,1,1,100,85.45,0,0
2021-01-14,1,100.0,1,3,1,1,100,85.45,0,0
2021-01-14,1,100.0,1,3,1,1,100,85.45,0,0
2021-01-14,1,100.0,1,3,1,1,100,85.45,0,0
2021-01-14,1,100.0,1,3,1,1,100,85.45,0,0
2021-01-14,1,100.0,1,3,1,1,100,85.45,0,0
2021-01-14,1,100.0,1,6,1,1,100,85.45,0,0
2021-01-14,1,100.0,1,3,1,1,100,85.45,0,0
2021-01-14,1,100.0,1,3,1,1,100,85.45,0,0
2021-01-14,1,100.0,1,3,1,1,100,85.45,0,0
2021-01-14,1,100.0,1,2,1,1,100,85.45,0,0
2021-01-14,1,100.0,1,2,1,1,100,85.45,0,0
2021-01-14,1,100.0,1,3,1,1,100,85.45,0,0
2021-01-14,1,103.72,103,5,0,1,100,85.45,0,0
2021-01-14,3,105.0,1,2,1,1,100,85.45,0,0
2021-01-14,3,105.0,1,3,1,1,100,85.45,0,0
2021-01-14,3,105.0,1,3,1,1,100,85.45,0,0
2021-01-14,3,105.0,1,3,1,1,100,85.45,0,0
2021-01-14,1,65.0,5,2,0,0,100,85.45,0,0
2021-01-14,3,105.0,1,3,1,1,100,85.45,0,0
2021-01-14,3,105.0,1,3,1,1,100,85.45,0,0
2021-01-14,3,105.0,1,3,1,1,100,85.45,0,0
2021-01-14,3,105.0,1,2,1,1,100,85.45,0,0
2021-01-14,3,105.0,1,3,1,1,100,85.45,0,0
2021-01-14,3,105.0,1,2,1,1,100,85.45,0,0
2021-01-14,3,105.0,1,2,1,1,100,85.45,0,0
2021-01-14,1,65.0,5,6,0,0,100,85.45,0,0
2021-01-14,1,70.0,24,1,1,0,100,85.45,0,0
2021-01-14,3,105.0,1,3,1,1,100,85.45,0,0
2021-01-14,1,103.72,103,4,0,1,100,85.45,0,0
2021-01-14,3,105.0,1,3,1,1,100,85.45,0,0
2021-01-14,3,105.0,1,3,1,1,100,85.45,0,0
2021-01-14,3,105.0,1,2,1,1,100,85.45,0,0
2021-01-14,3,105.0,1,3,1,1,100,85.45,0,0
2021-01-15,1,115.0,1,0,1,1,83,97.43,0,0
2021-01-15,3,109.0,1,3,1,1,83,97.43,0,0
2021-01-15,5,70.0,4,3,1,0,83,97.43,0,0
2021-01-15,1,65.0,5,3,2,0,83,97.43,0,0
2021-01-15,3,109.0,1,3,1,1,83,97.43,0,0
2021-01-15,1,65.0,5,2,0,0,83,97.43,0,0
2021-01-15,3,99.0,1,2,1,1,83,97.43,0,0
2021-01-15,5,70.0,24,2,1,0,83,97.43,0,0
2021-01-15,1,115.0,1,6,1,1,83,97.43,0,0
2021-01-15,1,115.0,1,7,1,1,83,97.43,0,0
2021-01-15,1,103.72,103,7,0,0,83,97.43,0,0
2021-01-15,1,115.0,1,6,1,1,83,97.43,0,0
2021-01-15,1,115.0,1,6,1,1,83,97.43,0,0
2021-01-15,1,115.0,1,6,1,1,83,97.43,0,0
2021-01-15,1,115.0,1,6,1,1,83,97.43,0,0
2021-01-15,1,115.0,1,6,1,1,83,97.43,0,0
2021-01-15,1,115.0,1,6,1,1,83,97.43,0,0
2021-01-15,1,115.0,1,7,1,1,83,97.43,0,0
2021-01-15,1,115.0,1,7,1,1,83,97.43,0,0
2021-01-15,1,115.0,1,6,1,1,83,97.43,0,0
2021-01-15,1,115.0,1,6,1,1,83,97.43,0,0
2021-01-16,1,109.0,1,3,1,1,100,106.14,0,1
2021-01-16,6,125.0,0,2,1,0,100,106.14,0,1
2021-01-16,2,109.0,1,3,1,1,100,106.14,0,1
2021-01-16,1,109.0,1,3,1,1,100,106.14,0,1
2021-01-16,1,109.0,1,3,1,1,100,106.14,0,1
2021-01-16,1,109.0,1,1,1,1,100,106.14,0,1
2021-01-16,2,109.0,1,3,1,1,100,106.14,0,1
2021-01-16,2,109.0,1,1,1,1,100,106.14,0,1
2021-01-16,2,110.0,1,3,1,1,100,106.14,0,1
2021-01-16,2,99.0,1,2,1,1,100,106.14,0,1
2021-01-16,2,109.0,1,3,1,1,100,106.14,0,1
2021-01-16,1,109.0,1,3,1,1,100,106.14,0,1
2021-01-16,1,109.0,1,3,1,1,100,106.14,0,1
2021-01-16,1,109.0,1,3,1,1,100,106.14,0,1
2021-01-16,2,109.0,1,3,1,1,100,106.14,0,1
2021-01-16,2,109.0,1,3,1,1,100,106.14,0,1
2021-01-16,2,109.0,1,3,1,1,100,106.14,0,1
2021-01-16,1,109.0,1,3,1,1,100,106.14,0,1
2021-01-16,1,109.0,1,3,1,1,100,106.14,0,1
2021-01-16,2,109.0,1,4,1,1,100,106.14,0,1
2021-01-17,2,70.0,25,2,1,0,88,86.33,0,1
2021-01-17,5,70.0,3,7,1,0,88,86.33,0,1
2021-01-17,5,70.0,25,2,1,0,88,86.33,0,1
2021-01-17,5,70.0,25,2,1,0,88,86.33,0,1
2021-01-17,5,70.0,24,3,1,0,88,86.33,0,1
2021-01-17,1,70.0,24,3,1,0,88,86.33,0,1
2021-01-17,4,70.0,25,5,1,0,88,86.33,0,1
2021-01-17,1,70.0,24,3,1,1,88,86.33,0,1
2021-01-17,5,70.0,25,2,1,0,88,86.33,0,1
2021-01-17,5,70.0,25,2,1,0,88,86.33,0,1
2021-01-17,4,70.0,3,7,1,0,88,86.33,0,1
2021-01-17,5,70.0,3,2,1,0,88,86.33,0,1
2021-01-17,5,70.0,25,2,1,0,88,86.33,0,1
2021-01-17,5,70.0,25,5,1,0,88,86.33,0,1
2021-01-17,5,70.0,25,3,1,0,88,86.33,0,1
2021-01-17,5,70.0,25,2,1,0,88,86.33,0,1
2021-01-17,4,70.0,3,3,1,0,88,86.33,0,1
2021-01-17,5,70.0,25,2,1,0,88,86.33,0,1
2021-01-17,5,70.0,25,3,1,0,88,86.33,0,1
2021-01-17,5,70.0,3,2,2,3,88,86.33,0,1
2021-01-18,2,70.0,24,5,2,0,68,73.09,1,0
2021-01-18,3,70.0,24,3,2,0,68,73.09,1,0
2021-01-18,1,103.72,103,5,0,1,68,73.09,1,0
2021-01-18,1,65.0,5,2,0,0,68,73.09,1,0
2021-01-18,1,70.0,25,5,2,0,68,73.09,1,0
2021-01-18,1,65.0,5,5,2,0,68,73.09,1,0
2021-01-18,1,65.0,5,2,0,0,68,73.09,1,0
2021-01-18,1,65.0,5,2,1,0,68,73.09,1,0
2021-01-18,5,70.0,25,3,2,0,68,73.09,1,0
2021-01-18,1,65.0,5,2,0,0,68,73.09,1,0
2021-01-18,1,70.0,24,3,1,0,68,73.09,1,0
2021-01-18,2,70.0,24,3,2,0,68,73.09,1,0
2021-01-19,1,70.0,24,3,1,0,62,70.94,0,0
2021-01-19,1,103.72,103,6,0,1,62,70.94,0,0
2021-01-19,1,70.0,24,0,2,0,62,70.94,0,0
2021-01-19,4,70.0,24,3,2,0,62,70.94,0,0
2021-01-19,1,65.0,5,5,2,0,62,70.94,0,0
2021-01-19,2,70.0,24,3,2,0,62,70.94,0,0
2021-01-19,1,70.0,4,5,2,0,62,70.94,0,0
2021-01-20,1,70.0,3,2,1,0,62,76.06,0,0
2021-01-20,2,100.0,1,3,1,1,62,76.06,0,0
2021-01-20,1,103.72,103,7,0,1,62,76.06,0,0
2021-01-20,1,103.72,103,6,0,1,62,76.06,0,0
2021-01-20,2,100.0,1,3,1,1,62,76.06,0,0
2021-01-20,2,100.0,1,2,1,1,62,76.06,0,0
2021-01-20,1,65.0,5,2,2,0,62,76.06,0,0
2021-01-20,2,100.0,1,3,1,1,62,76.06,0,0
2021-01-20,1,65.0,5,3,2,0,62,76.06,0,0
2021-01-21,1,70.0,24,3,2,0,63,72.9,0,0
2021-01-21,1,65.0,5,2,2,0,63,72.9,0,0
2021-01-21,1,70.0,24,5,2,0,63,72.9,0,0
2021-01-21,1,103.72,103,6,0,1,63,72.9,0,0
2021-01-21,1,65.0,5,5,1,0,63,72.9,0,0
2021-01-21,1,65.0,5,3,2,0,63,72.9,0,0
2021-01-21,14,70.0,24,3,2,0,63,72.9,0,0
2021-01-21,1,70.0,24,3,2,0,63,72.9,0,0
2021-01-21,1,70.0,24,5,2,0,63,72.9,0,0
2021-01-21,1,70.0,24,5,2,0,63,72.9,0,0
2021-01-21,6,70.0,24,3,2,0,63,72.9,0,0
2021-01-22,1,100.0,1,3,1,1,73,84.11,0,0
2021-01-22,1,110.0,1,3,1,1,73,84.11,0,0
2021-01-22,1,110.0,1,2,1,1,73,84.11,0,0
2021-01-22,1,110.0,1,3,1,1,73,84.11,0,0
2021-01-22,1,110.0,1,3,1,1,73,84.11,0,0
2021-01-22,1,110.0,1,3,1,1,73,84.11,0,0
2021-01-22,1,110.0,1,3,1,1,73,84.11,0,0
2021-01-22,1,110.0,1,3,1,1,73,84.11,0,0
2021-01-22,3,70.0,25,3,1,0,73,84.11,0,0
2021-01-22,7,70.0,14,2,1,0,73,84.11,0,0
2021-01-22,1,103.72,103,3,0,0,73,84.11,0,0
2021-01-22,1,110.0,1,3,1,1,73,84.11,0,0
2021-01-23,1,110.0,1,3,1,1,100,100.21,0,1
2021-01-23,1,100.0,1,2,1,1,100,100.21,0,1
2021-01-23,1,110.0,1,3,1,1,100,100.21,0,1
2021-01-23,1,65.0,5,2,0,0,100,100.21,0,1
2021-01-23,1,110.0,1,3,1,1,100,100.21,0,1
2021-01-23,1,110.0,1,3,1,1,100,100.21,0,1
2021-01-23,1,110.0,1,3,1,1,100,100.21,0,1
2021-01-23,1,110.0,1,3,1,1,100,100.21,0,1
2021-01-23,1,110.0,1,3,1,1,100,100.21,0,1
2021-01-23,1,110.0,1,3,1,1,100,100.21,0,1
2021-01-23,1,110.0,1,3,1,1,100,100.21,0,1
2021-01-23,1,110.0,1,3,1,1,100,100.21,0,1
2021-01-23,1,110.0,1,3,1,1,100,100.21,0,1
2021-01-23,1,110.0,1,3,1,1,100,100.21,0,1
2021-01-23,1,110.0,1,3,1,1,100,100.21,0,1
2021-01-23,1,110.0,1,3,1,1,100,100.21,0,1
2021-01-23,1,110.0,1,3,1,1,100,100.21,0,1
2021-01-23,1,110.0,1,3,1,1,100,100.21,0,1
2021-01-23,1,100.0,1,0,1,1,100,100.21,0,1
2021-01-23,1,100.0,1,2,1,1,100,100.21,0,1
2021-01-23,1,110.0,1,3,1,1,100,100.21,0,1
2021-01-23,1,100.0,1,2,1,1,100,100.21,0,1
2021-01-23,1,110.0,1,3,1,1,100,100.21,0,1
2021-01-23,1,100.0,1,5,1,1,100,100.21,0,1
2021-01-23,1,115.0,1,6,1,1,100,100.21,0,1
2021-01-23,1,115.0,1,7,1,1,100,100.21,0,1
2021-01-23,1,115.0,1,2,1,1,100,100.21,0,1
2021-01-23,2,0.0,1,5,1,1,100,100.21,0,1
2021-01-23,1,115.0,1,7,1,1,100,100.21,0,1
2021-01-23,1,115.0,1,7,1,1,100,100.21,0,1
2021-01-23,1,115.0,1,6,1,1,100,100.21,0,1
2021-01-23,1,115.0,1,6,1,1,100,100.21,0,1
2021-01-23,1,115.0,1,6,1,1,100,100.21,0,1
2021-01-23,1,115.0,1,6,1,1,100,100.21,0,1
2021-01-23,1,115.0,1,6,1,1,100,100.21,0,1
2021-01-23,1,115.0,1,7,1,1,100,100.21,0,1
2021-01-23,2,100.0,1,4,1,1,100,100.21,0,1
2021-01-23,1,115.0,1,7,1,1,100,100.21,0,1
2021-01-23,1,100.0,1,2,1,1,100,100.21,0,1
2021-01-23,1,100.0,1,2,1,1,100,100.21,0,1
2021-01-23,1,100.0,1,2,1,1,100,100.21,0,1
2021-01-23,1,100.0,1,2,1,1,100,100.21,0,1
2021-01-23,5,70.0,25,3,1,1,100,100.21,0,1
2021-01-23,1,100.0,1,2,1,1,100,100.21,0,1
2021-01-23,1,115.0,1,7,1,1,100,100.21,0,1
2021-01-23,1,100.0,1,0,1,1,100,100.21,0,1
2021-01-24,5,70.0,25,3,1,0,64,75.65,0,1
2021-01-24,5,70.0,3,2,1,0,64,75.65,0,1
2021-01-24,4,70.0,3,2,1,0,64,75.65,0,1
2021-01-24,1,103.72,103,5,0,1,64,75.65,0,1
2021-01-24,5,70.0,25,2,1,0,64,75.65,0,1
2021-01-24,5,70.0,3,2,1,0,64,75.65,0,1
2021-01-24,4,70.0,25,2,1,0,64,75.65,0,1
2021-01-24,1,103.72,103,5,0,1,64,75.65,0,1
2021-01-24,4,70.0,25,3,1,0,64,75.65,0,1
2021-01-24,5,70.0,25,2,1,0,64,75.65,0,1
2021-01-24,5,70.0,25,3,1,0,64,75.65,0,1
2021-01-24,5,70.0,25,3,1,0,64,75.65,0,1
2021-01-24,5,70.0,25,2,1,0,64,75.65,0,1
2021-01-24,5,70.0,25,2,1,0,64,75.65,0,1
2021-01-24,1,65.0,5,2,0,0,64,75.65,0,1
2021-01-24,6,70.0,25,2,1,0,64,75.65,0,1
2021-01-24,4,70.0,25,2,1,0,64,75.65,0,1
2021-01-24,5,70.0,3,2,1,0,64,75.65,0,1
2021-01-24,2,70.0,25,2,1,0,64,75.65,0,1
2021-01-25,1,65.0,5,7,1,0,57,71.24,0,0
2021-01-25,1,103.72,103,5,0,1,57,71.24,0,0
2021-01-25,1,70.0,24,3,2,0,57,71.24,0,0
2021-01-25,1,65.0,5,3,2,0,57,71.24,0,0
2021-01-25,2,65.0,5,2,0,0,57,71.24,0,0
2021-01-25,10,70.0,24,3,2,0,57,71.24,0,0
2021-01-25,1,65.0,5,3,2,0,57,71.24,0,0
2021-01-25,1,103.72,103,6,0,1,57,71.24,0,0
2021-01-26,1,65.0,5,2,1,0,72,74.82,0,0
2021-01-26,1,70.0,24,3,1,0,72,74.82,0,0
2021-01-26,1,65.0,5,2,2,1,72,74.82,0,0
2021-01-26,1,103.72,103,2,0,1,72,74.82,0,0
2021-01-26,1,65.0,5,3,1,1,72,74.82,0,0
2021-01-26,1,65.0,5,2,1,1,72,74.82,0,0
2021-01-26,2,65.0,5,3,2,0,72,74.82,0,0
2021-01-26,1,65.0,5,2,0,0,72,74.82,0,0
2021-01-26,1,65.0,5,2,1,0,72,74.82,0,0
2021-01-27,1,70.0,4,7,2,0,80,71.69,0,0
2021-01-27,1,70.0,4,1,1,0,80,71.69,0,0
2021-01-27,1,70.0,24,7,2,0,80,71.69,0,0
2021-01-27,1,65.0,5,3,0,0,80,71.69,0,0
2021-01-27,1,65.0,5,3,0,0,80,71.69,0,0
2021-01-27,1,70.0,4,3,1,0,80,71.69,0,0
2021-01-27,2,103.72,103,3,0,1,80,71.69,0,0
2021-01-27,1,65.0,5,3,2,0,80,71.69,0,0
2021-01-27,1,65.0,5,2,0,0,80,71.69,0,0
2021-01-27,1,65.0,5,2,2,0,80,71.69,0,0
2021-01-27,1,70.0,4,3,1,0,80,71.69,0,0
2021-01-28,1,70.0,24,3,1,0,79,72.8,0,0
2021-01-28,1,70.0,4,3,1,0,79,72.8,0,0
2021-01-28,1,70.0,24,2,2,0,79,72.8,0,0
2021-01-28,1,70.0,24,3,1,0,79,72.8,0,0
2021-01-28,1,70.0,24,7,2,0,79,72.8,0,0
2021-01-28,1,65.0,5,5,1,0,79,72.8,0,0
2021-01-28,1,70.0,4,3,2,3,79,72.8,0,0
2021-01-29,1,125.0,1,3,1,0,98,106.51,0,0
2021-01-29,1,103.72,103,3,0,1,98,106.51,0,0
2021-01-29,1,103.72,103,2,0,1,98,106.51,0,0
2021-01-29,3,70.0,3,2,1,0,98,106.51,0,0
2021-01-29,1,125.0,1,3,1,0,98,106.51,0,0
2021-01-29,1,65.0,5,2,0,0,98,106.51,0,0
2021-01-29,1,125.0,1,3,1,0,98,106.51,0,0
2021-01-29,1,125.0,1,3,1,0,98,106.51,0,0
2021-01-29,1,125.0,1,3,1,0,98,106.51,0,0
2021-01-29,1,103.72,103,6,0,0,98,106.51,0,0
2021-01-29,1,125.0,1,3,1,0,98,106.51,0,0
2021-01-30,1,115.0,1,6,1,1,99,99.03,0,1
2021-01-30,1,115.0,1,6,1,1,99,99.03,0,1
2021-01-30,1,115.0,1,6,1,1,99,99.03,0,1
2021-01-30,1,115.0,1,6,1,1,99,99.03,0,1
2021-01-30,1,115.0,1,5,1,1,99,99.03,0,1
2021-01-30,1,115.0,1,5,1,1,99,99.03,0,1
2021-01-30,1,115.0,1,5,1,1,99,99.03,0,1
2021-01-30,1,103.72,103,7,0,1,99,99.03,0,1
2021-01-30,1,100.0,1,3,1,1,99,99.03,0,1
2021-01-30,2,100.0,1,2,1,1,99,99.03,0,1
2021-01-30,2,100.0,1,2,1,1,99,99.03,0,1
2021-01-30,2,0.0,1,2,1,1,99,99.03,0,1
2021-01-30,1,100.0,1,2,1,1,99,99.03,0,1
2021-01-30,1,100.0,1,0,1,1,99,99.03,0,1
2021-01-30,1,105.0,1,2,1,1,99,99.03,0,1
2021-01-30,1,100.0,1,3,1,1,99,99.03,0,1
2021-01-30,1,100.0,1,3,1,1,99,99.03,0,1
2021-01-30,1,100.0,1,3,1,1,99,99.03,0,1
2021-01-30,1,100.0,1,3,1,1,99,99.03,0,1
2021-01-30,1,100.0,1,3,1,1,99,99.03,0,1
2021-01-30,1,100.0,1,2,1,1,99,99.03,0,1
2021-01-30,1,100.0,1,3,1,1,99,99.03,0,1
2021-01-30,1,100.0,1,3,1,1,99,99.03,0,1
2021-01-30,1,100.0,1,3,1,1,99,99.03,0,1
2021-01-30,1,100.0,1,3,1,1,99,99.03,0,1
2021-01-30,1,100.0,1,2,1,1,99,99.03,0,1
2021-01-30,1,100.0,1,3,1,1,99,99.03,0,1
2021-01-30,1,100.0,1,3,1,1,99,99.03,0,1
2021-01-30,1,100.0,1,3,1,1,99,99.03,0,1
2021-01-30,1,100.0,1,3,1,1,99,99.03,0,1
2021-01-30,1,100.0,1,3,1,1,99,99.03,0,1
2021-01-30,1,100.0,1,3,1,1,99,99.03,0,1
2021-01-30,1,100.0,1,6,1,1,99,99.03,0,1
2021-01-30,1,100.0,1,2,1,1,99,99.03,0,1
2021-01-31,2,70.0,25,2,1,0,72,73.49,0,1
2021-01-31,5,70.0,3,3,1,0,72,73.49,0,1
2021-01-31,2,70.0,25,2,1,0,72,73.49,0,1
2021-01-31,5,70.0,3,3,1,0,72,73.49,0,1
2021-01-31,4,70.0,25,2,1,0,72,73.49,0,1
2021-01-31,5,70.0,3,3,1,0,72,73.49,0,1
2021-01-31,5,70.0,25,2,1,0,72,73.49,0,1
2021-01-31,1,65.0,5,6,2,0,72,73.49,0,1
2021-01-31,5,70.0,25,7,1,0,72,73.49,0,1
2021-01-31,4,70.0,14,3,1,0,72,73.49,0,1
2021-01-31,5,70.0,25,3,1,0,72,73.49,0,1
2021-01-31,5,70.0,25,2,1,0,72,73.49,0,1
2021-01-31,5,70.0,3,6,1,0,72,73.49,0,1
2021-01-31,4,70.0,3,3,1,0,72,73.49,0,1
2021-01-31,5,70.0,25,6,1,0,72,73.49,0,1
2021-01-31,1,103.72,103,7,0,1,72,73.49,0,1
2021-01-31,5,70.0,3,3,1,0,72,73.49,0,1
2021-01-31,5,70.0,25,3,1,0,72,73.49,0,1
2021-01-31,4,70.0,14,2,1,0,72,73.49,0,1
2021-01-31,5,70.0,3,3,1,0,72,73.49,0,1
2021-01-31,5,70.0,3,3,1,0,72,73.49,0,1
2021-02-01,1,65.0,5,2,2,0,60,68.99,0,0
2021-02-01,3,70.0,4,3,1,0,60,68.99,0,0
2021-02-01,2,65.0,5,2,1,0,60,68.99,0,0
2021-02-01,4,70.0,3,5,2,0,60,68.99,0,0
2021-02-02,1,65.0,5,2,2,0,60,66.98,0,0
2021-02-02,1,65.0,5,2,2,0,60,66.98,0,0
2021-02-02,3,70.0,4,3,2,0,60,66.98,0,0
2021-02-02,1,65.0,5,3,2,0,60,66.98,0,0
2021-02-02,2,70.0,24,4,2,0,60,66.98,0,0
2021-02-02,7,70.0,24,5,2,0,60,66.98,0,0
2021-02-02,1,70.0,4,5,2,0,60,66.98,0,0
2021-02-03,1,93.0,1,2,1,1,91,84.84,0,0
2021-02-03,1,65.0,5,2,1,0,91,84.84,0,0
2021-02-03,1,103.72,103,6,0,1,91,84.84,0,0
2021-02-03,1,65.0,5,2,1,0,91,84.84,0,0
2021-02-03,2,103.72,103,6,0,1,91,84.84,0,0
2021-02-04,3,109.0,1,3,1,1,90,92.13,0,0
2021-02-04,3,109.0,1,3,1,1,90,92.13,0,0
2021-02-04,3,109.0,1,3,1,1,90,92.13,0,0
2021-02-04,3,109.0,1,3,1,1,90,92.13,0,0
2021-02-04,2,109.0,1,3,1,1,90,92.13,0,0
2021-02-04,1,70.0,24,2,1,0,90,92.13,0,0
2021-02-04,2,109.0,1,3,1,1,90,92.13,0,0
2021-02-04,3,109.0,1,3,1,1,90,92.13,0,0
2021-02-04,4,70.0,0,2,1,0,90,92.13,0,0
2021-02-04,2,70.0,24,2,2,0,90,92.13,0,0
2021-02-04,1,65.0,5,0,1,0,90,92.13,0,0
2021-02-04,1,70.0,24,2,1,0,90,92.13,0,0
