Date,LOS,Rate,Rate Code,RoomType,Source,Track Code,Occupied,ADR,HolidayName,IsHoliday,DayOfWeekName,IsWeekend
2021-01-01,7,65.0,LPSS,NK,DIRECT,CORPORATE,99,91.72,New Year's Day,1,Friday,0
2021-01-02,1,103.72,SRD Rate,NQQ,CRS,LEISURE,94,90.27,NA,0,Saturday,1
2021-01-03,3,70.0,LNST,NQQ,DIRECT,CORPORATE,51,74.75,NA,0,Sunday,1
2021-01-03,5,70.0,LPSS,NK,DIRECT,CORPORATE,51,74.75,NA,0,Sunday,1
2021-01-03,4,70.0,LBLO,NK,DIRECT,CORPORATE,51,74.75,NA,0,Sunday,1
2021-01-03,1,65.0,LCLC,NQQ,WI,Walk-In,51,74.75,NA,0,Sunday,1
2021-01-03,5,70.0,LBLO,NK,DIRECT,CORPORATE,51,74.75,NA,0,Sunday,1
2021-01-03,9,70.0,LPSS,NQQ,DIRECT,CORPORATE,51,74.75,NA,0,Sunday,1
2021-01-03,5,70.0,LBLO,NK,DIRECT,CORPORATE,51,74.75,NA,0,Sunday,1
2021-01-03,5,65.0,LPSS,SNK,DIRECT,CORPORATE,51,74.75,NA,0,Sunday,1
2021-01-03,6,70.0,LBLO,NK,DIRECT,CORPORATE,51,74.75,NA,0,Sunday,1
2021-01-03,4,70.0,LHSE,NQQ,DIRECT,CORPORATE,51,74.75,NA,0,Sunday,1
2021-01-03,5,65.0,LMTB,NQQ,DIRECT,CORPORATE,51,74.75,NA,0,Sunday,1
2021-01-03,5,70.0,LPSS,NQQ,DIRECT,CORPORATE,51,74.75,NA,0,Sunday,1
2021-01-03,5,70.0,LPSS,NK,DIRECT,CORPORATE,51,74.75,NA,0,Sunday,1
2021-01-03,4,70.0,LPSS,NQQ,DIRECT,CORPORATE,51,74.75,NA,0,Sunday,1
2021-01-03,5,70.0,LBLO,NK,DIRECT,CORPORATE,51,74.75,NA,0,Sunday,1
2021-01-04,1,103.72,SRD Rate,NK,CRS,LEISURE,54,75.96,NA,0,Monday,0
2021-01-04,4,70.0,LBLO,SNK,WI,CORPORATE,54,75.96,NA,0,Monday,0
2021-01-04,4,70.0,LPSS,NQQ,WI,CORPORATE,54,75.96,NA,0,Monday,0
2021-01-04,4,70.0,LPSR,NK,WI,CORPORATE,54,75.96,NA,0,Monday,0
2021-01-05,1,65.0,LCLC,SNK,WI,CORPORATE,60,72.63,NA,0,Tuesday,0
2021-01-05,1,65.0,LCLC,NK,WI,LEISURE,60,72.63,NA,0,Tuesday,0
2021-01-05,1,70.0,LPSR,SNK,WI,CORPORATE,60,72.63,NA,0,Tuesday,0
2021-01-05,1,65.0,LCLC,SNK,WI,CORPORATE,60,72.63,NA,0,Tuesday,0
2021-01-05,1,70.0,LBLREP,NQQ,WI,CORPORATE,60,72.63,NA,0,Tuesday,0
2021-01-05,1,70.0,LPSR,NQQ,WI,CORPORATE,60,72.63,NA,0,Tuesday,0
2021-01-06,1,103.72,SRD Rate,NQQ,CRS,LEISURE,60,74.18,NA,0,Wednesday,0
2021-01-06,1,70.0,LBLREP,NK,WI,CORPORATE,60,74.18,NA,0,Wednesday,0
2021-01-06,1,103.72,SRD Rate,NQQ,CRS,LEISURE,60,74.18,NA,0,Wednesday,0
2021-01-06,1,103.72,SRD Rate,SNK,CRS,LEISURE,60,74.18,NA,0,Wednesday,0
2021-01-06,1,65.0,LCLC,NK,CRS,CORPORATE,60,74.18,NA,0,Wednesday,0
2021-01-06,1,65.0,LCLC,NK,WI,CORPORATE,60,74.18,NA,0,Wednesday,0
2021-01-06,4,70.0,LPSR,SNK,WI,CORPORATE,60,74.18,NA,0,Wednesday,0
2021-01-06,8,70.0,LPSS,SNK,WI,CORPORATE,60,74.18,NA,0,Wednesday,0
2021-01-07,1,65.0,LCLC,NQQ,CRS,CORPORATE,69,74.95,NA,0,Thursday,0
2021-01-07,1,70.0,LPSR,NQQ,DIRECT,CORPORATE,69,74.95,NA,0,Thursday,0
2021-01-07,1,65.0,LCLC,NQQ,CRS,CORPORATE,69,74.95,NA,0,Thursday,0
2021-01-07,1,70.0,LPSR,NQQ,WI,CORPORATE,69,74.95,NA,0,Thursday,0
2021-01-07,2,70.0,LPSR,NQQ,WI,CORPORATE,69,74.95,NA,0,Thursday,0
2021-01-07,1,65.0,LCLC,NK,CRS,CORPORATE,69,74.95,NA,0,Thursday,0
2021-01-07,1,103.72,SRD Rate,NK,CRS,LEISURE,69,74.95,NA,0,Thursday,0
2021-01-07,1,103.72,SRD Rate,SNQQ1,CRS,LEISURE,69,74.95,NA,0,Thursday,0
2021-01-07,7,70.0,LPSS,NQQ,DIRECT,CORPORATE,69,74.95,NA,0,Thursday,0
2021-01-07,1,65.0,LCLC,NK,CRS,CORPORATE,69,74.95,NA,0,Thursday,0
2021-01-08,7,70.0,LPSR,NQQ,DIRECT,CORPORATE,87,85.57,NA,0,Friday,0
2021-01-08,7,70.0,LPSS,NK,DIRECT,CORPORATE,87,85.57,NA,0,Friday,0
2021-01-08,1,103.72,SRD Rate,NK,CRS,CORPORATE,87,85.57,NA,0,Friday,0
2021-01-08,1,70.0,LPSR,NQQ,WI,CORPORATE,87,85.57,NA,0,Friday,0
2021-01-08,2,70.0,LPSR,NK,DIRECT,CORPORATE,87,85.57,NA,0,Friday,0
2021-01-09,1,103.72,SRD Rate,NQQ,CRS,CORPORATE,100,92.13,NA,0,Saturday,1
2021-01-09,1,65.0,LCLC,NK,DIRECT,CORPORATE,100,92.13,NA,0,Saturday,1
2021-01-09,1,103.72,SRD Rate,SNQQ1,CRS,LEISURE,100,92.13,NA,0,Saturday,1
2021-01-09,1,65.0,LCLC,NQQ,CRS,LEISURE,100,92.13,NA,0,Saturday,1
2021-01-09,1,65.0,LCLC,NQQ,CRS,CORPORATE,100,92.13,NA,0,Saturday,1
2021-01-09,1,65.0,LCLC,NK,CRS,CORPORATE,100,92.13,NA,0,Saturday,1
2021-01-10,5,70.0,LNST,NQQ,DIRECT,CORPORATE,62,75.31,NA,0,Sunday,1
2021-01-10,5,70.0,LHSE,NQQ,DIRECT,CORPORATE,62,75.31,NA,0,Sunday,1
2021-01-10,5,70.0,LPSS,NK,DIRECT,CORPORATE,62,75.31,NA,0,Sunday,1
2021-01-10,1,103.72,SRD Rate,SNQQ,CRS,LEISURE,62,75.31,NA,0,Sunday,1
2021-01-10,5,70.0,LPSS,NQQ,DIRECT,CORPORATE,62,75.31,NA,0,Sunday,1
2021-01-10,5,70.0,LPSS,NK,DIRECT,CORPORATE,62,75.31,NA,0,Sunday,1
2021-01-10,5,70.0,LPSS,NK,DIRECT,CORPORATE,62,75.31,NA,0,Sunday,1
2021-01-10,5,70.0,LBLO,NK,DIRECT,CORPORATE,62,75.31,NA,0,Sunday,1
2021-01-10,2,70.0,LPSR,NQQ,WI,CORPORATE,62,75.31,NA,0,Sunday,1
2021-01-10,1,65.0,LCLC,NK,CRS,CORPORATE,62,75.31,NA,0,Sunday,1
2021-01-10,2,70.0,LPSS,NK,DIRECT,CORPORATE,62,75.31,NA,0,Sunday,1
2021-01-10,5,70.0,LBLO,NK,DIRECT,CORPORATE,62,75.31,NA,0,Sunday,1
2021-01-10,5,70.0,LPSS,NK,DIRECT,CORPORATE,62,75.31,NA,0,Sunday,1
2021-01-10,5,70.0,LBLO,NK,DIRECT,CORPORATE,62,75.31,NA,0,Sunday,1
2021-01-10,5,70.0,LPSS,NK,DIRECT,CORPORATE,62,75.31,NA,0,Sunday,1
2021-01-10,1,103.72,SRD Rate,SNQQ,CRS,LEISURE,62,75.31,NA,0,Sunday,1
2021-01-10,5,70.0,LBLO,NK,DIRECT,CORPORATE,62,75.31,NA,0,Sunday,1
2021-01-10,5,70.0,LBLO,NK,DIRECT,CORPORATE,62,75.31,NA,0,Sunday,1
2021-01-10,5,70.0,LPSS,NK,DIRECT,CORPORATE,62,75.31,NA,0,Sunday,1
2021-01-10,5,70.0,LPSS,NQQ,DIRECT,CORPORATE,62,75.31,NA,0,Sunday,1
2021-01-10,5,70.0,LBLO,NK,DIRECT,CORPORATE,62,75.31,NA,0,Sunday,1
2021-01-10,5,70.0,LNST,NQQ,DIRECT,CORPORATE,62,75.31,NA,0,Sunday,1
2021-01-10,5,70.0,LPSS,NK,DIRECT,CORPORATE,62,75.31,NA,0,Sunday,1
2021-01-11,2,70.0,LPSR,NQQ,WI,CORPORATE,59,74.92,NA,0,Monday,0
2021-01-11,1,65.0,LCLC,NQQ,WI,CORPORATE,59,74.92,NA,0,Monday,0
2021-01-11,1,103.72,SRD Rate,SNQQ1,CRS,LEISURE,59,74.92,NA,0,Monday,0
2021-01-11,4,70.0,LPSR,NQQ,DIRECT,CORPORATE,59,74.92,NA,0,Monday,0
2021-01-11,1,65.0,LCLC,NK,CRS,CORPORATE,59,74.92,NA,0,Monday,0
2021-01-12,1,103.72,SRD Rate,NK,CRS,LEISURE,56,73.01,NA,0,Tuesday,0
2021-01-12,1,103.72,SRD Rate,SNK,CRS,LEISURE,56,73.01,NA,0,Tuesday,0
2021-01-12,1,65.0,LCLC,NK,CRS,CORPORATE,56,73.01,NA,0,Tuesday,0
2021-01-12,1,65.0,LCLC,NQQ,WI,CORPORATE,56,73.01,NA,0,Tuesday,0
2021-01-12,3,70.0,LPSR,NQQ,WI,CORPORATE,56,73.01,NA,0,Tuesday,0
2021-01-12,1,65.0,LCLC,NK,CRS,CORPORATE,56,73.01,NA,0,Tuesday,0
2021-01-13,1,65.0,LCLC,NK,WI,CORPORATE,66,74.04,NA,0,Wednesday,0
2021-01-13,1,65.0,LCLC,NK,CRS,CORPORATE,66,74.04,NA,0,Wednesday,0
2021-01-13,9,70.0,LPSR,NQQ,WI,CORPORATE,66,74.04,NA,0,Wednesday,0
2021-01-13,1,79.8,LEXP,NHQQ,CRS,CORPORATE,66,74.04,NA,0,Wednesday,0
2021-01-13,1,70.0,LBLREP,NQQ,DIRECT,CORPORATE,66,74.04,NA,0,Wednesday,0
2021-01-13,1,65.0,LCLC,SNK,WI,CORPORATE,66,74.04,NA,0,Wednesday,0
2021-01-13,1,70.0,LPSR,NQQ,WI,CORPORATE,66,74.04,NA,0,Wednesday,0
2021-01-13,1,103.72,SRD Rate,SNQQ1,CRS,LEISURE,66,74.04,NA,0,Wednesday,0
2021-01-13,2,65.0,LCLC,SNK,WI,CORPORATE,66,74.04,NA,0,Wednesday,0
2021-01-13,2,70.0,LPSR,NK,WI,CORPORATE,66,74.04,NA,0,Wednesday,0
2021-01-14,1,100.0,GROUP~,SNQQ,DIRECT,LEISURE,100,85.45,NA,0,Thursday,0
2021-01-14,1,100.0,GROUP~,SNQQ,DIRECT,LEISURE,100,85.45,NA,0,Thursday,0
2021-01-14,1,100.0,GROUP~,SNQQ,DIRECT,LEISURE,100,85.45,NA,0,Thursday,0
2021-01-14,1,100.0,GROUP~,NQQ,DIRECT,LEISURE,100,85.45,NA,0,Thursday,0
2021-01-14,1,100.0,GROUP~,NQQ,DIRECT,LEISURE,100,85.45,NA,0,Thursday,0
2021-01-14,1,100.0,GROUP~,NQQ,DIRECT,LEISURE,100,85.45,NA,0,Thursday,0
2021-01-14,1,100.0,GROUP~,NQQ,DIRECT,LEISURE,100,85.45,NA,0,Thursday,0
2021-01-14,1,100.0,GROUP~,NQQ,DIRECT,LEISURE,100,85.45,NA,0,Thursday,0
2021-01-14,1,100.0,GROUP~,NQQ,DIRECT,LEISURE,100,85.45,NA,0,Thursday,0
2021-01-14,1,100.0,GROUP~,SNQQ,DIRECT,LEISURE,100,85.45,NA,0,Thursday,0
2021-01-14,1,100.0,GROUP~,NQQ,DIRECT,LEISURE,100,85.45,NA,0,Thursday,0
2021-01-14,1,100.0,GROUP~,NQQ,DIRECT,LEISURE,100,85.45,NA,0,Thursday,0
2021-01-14,1,100.0,GROUP~,NQQ,DIRECT,LEISURE,100,85.45,NA,0,Thursday,0
2021-01-14,1,100.0,GROUP~,NQQ,DIRECT,LEISURE,100,85.45,NA,0,Thursday,0
2021-01-14,1,100.0,GROUP~,NQQ,DIRECT,LEISURE,100,85.45,NA,0,Thursday,0
2021-01-14,1,100.0,GROUP~,SNQQ,DIRECT,LEISURE,100,85.45,NA,0,Thursday,0
2021-01-14,1,100.0,GROUP~,NQQ,DIRECT,LEISURE,100,85.45,NA,0,Thursday,0
2021-01-14,1,100.0,GROUP~,NQQ,DIRECT,LEISURE,100,85.45,NA,0,Thursday,0
2021-01-14,1,100.0,GROUP~,NQQ,DIRECT,LEISURE,100,85.45,NA,0,Thursday,0
2021-01-14,1,100.0,GROUP~,NK,DIRECT,LEISURE,100,85.45,NA,0,Thursday,0
2021-01-14,1,100.0,GROUP~,NK,DIRECT,LEISURE,100,85.45,NA,0,Thursday,0
2021-01-14,1,100.0,GROUP~,NQQ,DIRECT,LEISURE,100,85.45,NA,0,Thursday,0
2021-01-14,1,103.72,SRD Rate,SNK,CRS,LEISURE,100,85.45,NA,0,Thursday,0
2021-01-14,3,105.0,GROUP~,NK,DIRECT,LEISURE,100,85.45,NA,0,Thursday,0
2021-01-14,3,105.0,GROUP~,NQQ,DIRECT,LEISURE,100,85.45,NA,0,Thursday,0
2021-01-14,3,105.0,GROUP~,NQQ,DIRECT,LEISURE,100,85.45,NA,0,Thursday,0
2021-01-14,3,105.0,GROUP~,NQQ,DIRECT,LEISURE,100,85.45,NA,0,Thursday,0
2021-01-14,1,65.0,LCLC,NK,CRS,CORPORATE,100,85.45,NA,0,Thursday,0
2021-01-14,3,105.0,GROUP~,NQQ,DIRECT,LEISURE,100,85.45,NA,0,Thursday,0
2021-01-14,3,105.0,GROUP~,NQQ,DIRECT,LEISURE,100,85.45,NA,0,Thursday,0
2021-01-14,3,105.0,GROUP~,NQQ,DIRECT,LEISURE,100,85.45,NA,0,Thursday,0
2021-01-14,3,105.0,GROUP~,NK,DIRECT,LEISURE,100,85.45,NA,0,Thursday,0
2021-01-14,3,105.0,GROUP~,NQQ,DIRECT,LEISURE,100,85.45,NA,0,Thursday,0
2021-01-14,3,105.0,GROUP~,NK,DIRECT,LEISURE,100,85.45,NA,0,Thursday,0
2021-01-14,3,105.0,GROUP~,NK,DIRECT,LEISURE,100,85.45,NA,0,Thursday,0
2021-01-14,1,65.0,LCLC,SNQQ,CRS,CORPORATE,100,85.45,NA,0,Thursday,0
2021-01-14,1,70.0,LPSR,NHQQ,DIRECT,CORPORATE,100,85.45,NA,0,Thursday,0
2021-01-14,3,105.0,GROUP~,NQQ,DIRECT,LEISURE,100,85.45,NA,0,Thursday,0
2021-01-14,1,103.72,SRD Rate,SNHK,CRS,LEISURE,100,85.45,NA,0,Thursday,0
2021-01-14,3,105.0,GROUP~,NQQ,DIRECT,LEISURE,100,85.45,NA,0,Thursday,0
2021-01-14,3,105.0,GROUP~,NQQ,DIRECT,LEISURE,100,85.45,NA,0,Thursday,0
2021-01-14,3,105.0,GROUP~,NK,DIRECT,LEISURE,100,85.45,NA,0,Thursday,0
2021-01-14,3,105.0,GROUP~,NQQ,DIRECT,LEISURE,100,85.45,NA,0,Thursday,0
2021-01-15,1,115.0,GROUP~,NHK,DIRECT,LEISURE,83,97.43,NA,0,Friday,0
2021-01-15,3,109.0,GROUP~,NQQ,DIRECT,LEISURE,83,97.43,NA,0,Friday,0
2021-01-15,5,70.0,LBLREP,NQQ,DIRECT,CORPORATE,83,97.43,NA,0,Friday,0
2021-01-15,1,65.0,LCLC,NQQ,WI,CORPORATE,83,97.43,NA,0,Friday,0
2021-01-15,3,109.0,GROUP~,NQQ,DIRECT,LEISURE,83,97.43,NA,0,Friday,0
2021-01-15,1,65.0,LCLC,NK,CRS,CORPORATE,83,97.43,NA,0,Friday,0
2021-01-15,3,99.0,GROUP~,NK,DIRECT,LEISURE,83,97.43,NA,0,Friday,0
2021-01-15,5,70.0,LPSR,NK,DIRECT,CORPORATE,83,97.43,NA,0,Friday,0
2021-01-15,1,115.0,GROUP~,SNQQ,DIRECT,LEISURE,83,97.43,NA,0,Friday,0
2021-01-15,1,115.0,GROUP~,SNQQ1,DIRECT,LEISURE,83,97.43,NA,0,Friday,0
2021-01-15,1,103.72,SRD Rate,SNQQ1,CRS,CORPORATE,83,97.43,NA,0,Friday,0
2021-01-15,1,115.0,GROUP~,SNQQ,DIRECT,LEISURE,83,97.43,NA,0,Friday,0
2021-01-15,1,115.0,GROUP~,SNQQ,DIRECT,LEISURE,83,97.43,NA,0,Friday,0
2021-01-15,1,115.0,GROUP~,SNQQ,DIRECT,LEISURE,83,97.43,NA,0,Friday,0
2021-01-15,1,115.0,GROUP~,SNQQ,DIRECT,LEISURE,83,97.43,NA,0,Friday,0
2021-01-15,1,115.0,GROUP~,SNQQ,DIRECT,LEISURE,83,97.43,NA,0,Friday,0
2021-01-15,1,115.0,GROUP~,SNQQ,DIRECT,LEISURE,83,97.43,NA,0,Friday,0
2021-01-15,1,115.0,GROUP~,SNQQ1,DIRECT,LEISURE,83,97.43,NA,0,Friday,0
2021-01-15,1,115.0,GROUP~,SNQQ1,DIRECT,LEISURE,83,97.43,NA,0,Friday,0
2021-01-15,1,115.0,GROUP~,SNQQ,DIRECT,LEISURE,83,97.43,NA,0,Friday,0
2021-01-15,1,115.0,GROUP~,SNQQ,DIRECT,LEISURE,83,97.43,NA,0,Friday,0
2021-01-16,1,109.0,GROUP~,NQQ,DIRECT,LEISURE,100,106.14,NA,0,Saturday,1
2021-01-16,6,125.0,BAR,NK,DIRECT,CORPORATE,100,106.14,NA,0,Saturday,1
2021-01-16,2,109.0,GROUP~,NQQ,DIRECT,LEISURE,100,106.14,NA,0,Saturday,1
2021-01-16,1,109.0,GROUP~,NQQ,DIRECT,LEISURE,100,106.14,NA,0,Saturday,1
2021-01-16,1,109.0,GROUP~,NQQ,DIRECT,LEISURE,100,106.14,NA,0,Saturday,1
2021-01-16,1,109.0,GROUP~,NHQQ,DIRECT,LEISURE,100,106.14,NA,0,Saturday,1
2021-01-16,2,109.0,GROUP~,NQQ,DIRECT,LEISURE,100,106.14,NA,0,Saturday,1
2021-01-16,2,109.0,GROUP~,NHQQ,DIRECT,LEISURE,100,106.14,NA,0,Saturday,1
2021-01-16,2,110.0,GROUP~,NQQ,DIRECT,LEISURE,100,106.14,NA,0,Saturday,1
2021-01-16,2,99.0,GROUP~,NK,DIRECT,LEISURE,100,106.14,NA,0,Saturday,1
2021-01-16,2,109.0,GROUP~,NQQ,DIRECT,LEISURE,100,106.14,NA,0,Saturday,1
2021-01-16,1,109.0,GROUP~,NQQ,DIRECT,LEISURE,100,106.14,NA,0,Saturday,1
2021-01-16,1,109.0,GROUP~,NQQ,DIRECT,LEISURE,100,106.14,NA,0,Saturday,1
2021-01-16,1,109.0,GROUP~,NQQ,DIRECT,LEISURE,100,106.14,NA,0,Saturday,1
2021-01-16,2,109.0,GROUP~,NQQ,DIRECT,LEISURE,100,106.14,NA,0,Saturday,1
2021-01-16,2,109.0,GROUP~,NQQ,DIRECT,LEISURE,100,106.14,NA,0,Saturday,1
2021-01-16,2,109.0,GROUP~,NQQ,DIRECT,LEISURE,100,106.14,NA,0,Saturday,1
2021-01-16,1,109.0,GROUP~,NQQ,DIRECT,LEISURE,100,106.14,NA,0,Saturday,1
2021-01-16,1,109.0,GROUP~,NQQ,DIRECT,LEISURE,100,106.14,NA,0,Saturday,1
2021-01-16,2,109.0,GROUP~,SNHK,DIRECT,LEISURE,100,106.14,NA,0,Saturday,1
2021-01-17,2,70.0,LPSS,NK,DIRECT,CORPORATE,88,86.33,NA,0,Sunday,1
2021-01-17,5,70.0,LBLO,SNQQ1,DIRECT,CORPORATE,88,86.33,NA,0,Sunday,1
2021-01-17,5,70.0,LPSS,NK,DIRECT,CORPORATE,88,86.33,NA,0,Sunday,1
2021-01-17,5,70.0,LPSS,NK,DIRECT,CORPORATE,88,86.33,NA,0,Sunday,1
2021-01-17,5,70.0,LPSR,NQQ,DIRECT,CORPORATE,88,86.33,NA,0,Sunday,1
2021-01-17,1,70.0,LPSR,NQQ,DIRECT,CORPORATE,88,86.33,NA,0,Sunday,1
2021-01-17,4,70.0,LPSS,SNK,DIRECT,CORPORATE,88,86.33,NA,0,Sunday,1
2021-01-17,1,70.0,LPSR,NQQ,DIRECT,LEISURE,88,86.33,NA,0,Sunday,1
2021-01-17,5,70.0,LPSS,NK,DIRECT,CORPORATE,88,86.33,NA,0,Sunday,1
2021-01-17,5,70.0,LPSS,NK,DIRECT,CORPORATE,88,86.33,NA,0,Sunday,1
2021-01-17,4,70.0,LBLO,SNQQ1,DIRECT,CORPORATE,88,86.33,NA,0,Sunday,1
2021-01-17,5,70.0,LBLO,NK,DIRECT,CORPORATE,88,86.33,NA,0,Sunday,1
2021-01-17,5,70.0,LPSS,NK,DIRECT,CORPORATE,88,86.33,NA,0,Sunday,1
2021-01-17,5,70.0,LPSS,SNK,DIRECT,CORPORATE,88,86.33,NA,0,Sunday,1
2021-01-17,5,70.0,LPSS,NQQ,DIRECT,CORPORATE,88,86.33,NA,0,Sunday,1
2021-01-17,5,70.0,LPSS,NK,DIRECT,CORPORATE,88,86.33,NA,0,Sunday,1
2021-01-17,4,70.0,LBLO,NQQ,DIRECT,CORPORATE,88,86.33,NA,0,Sunday,1
2021-01-17,5,70.0,LPSS,NK,DIRECT,CORPORATE,88,86.33,NA,0,Sunday,1
2021-01-17,5,70.0,LPSS,NQQ,DIRECT,CORPORATE,88,86.33,NA,0,Sunday,1
2021-01-17,5,70.0,LBLO,NK,WI,Walk-In,88,86.33,NA,0,Sunday,1
2021-01-18,2,70.0,LPSR,SNK,WI,CORPORATE,68,73.09,Martin Luther King Jr. Day,1,Monday,0
2021-01-18,3,70.0,LPSR,NQQ,WI,CORPORATE,68,73.09,Martin Luther King Jr. Day,1,Monday,0
2021-01-18,1,103.72,SRD Rate,SNK,CRS,LEISURE,68,73.09,Martin Luther King Jr. Day,1,Monday,0
2021-01-18,1,65.0,LCLC,NK,CRS,CORPORATE,68,73.09,Martin Luther King Jr. Day,1,Monday,0
2021-01-18,1,70.0,LPSS,SNK,WI,CORPORATE,68,73.09,Martin Luther King Jr. Day,1,Monday,0
2021-01-18,1,65.0,LCLC,SNK,WI,CORPORATE,68,73.09,Martin Luther King Jr. Day,1,Monday,0
2021-01-18,1,65.0,LCLC,NK,CRS,CORPORATE,68,73.09,Martin Luther King Jr. Day,1,Monday,0
2021-01-18,1,65.0,LCLC,NK,DIRECT,CORPORATE,68,73.09,Martin Luther King Jr. Day,1,Monday,0
2021-01-18,5,70.0,LPSS,NQQ,WI,CORPORATE,68,73.09,Martin Luther King Jr. Day,1,Monday,0
2021-01-18,1,65.0,LCLC,NK,CRS,CORPORATE,68,73.09,Martin Luther King Jr. Day,1,Monday,0
2021-01-18,1,70.0,LPSR,NQQ,DIRECT,CORPORATE,68,73.09,Martin Luther King Jr. Day,1,Monday,0
2021-01-18,2,70.0,LPSR,NQQ,WI,CORPORATE,68,73.09,Martin Luther King Jr. Day,1,Monday,0
2021-01-19,1,70.0,LPSR,NQQ,DIRECT,CORPORATE,62,70.94,NA,0,Tuesday,0
2021-01-19,1,103.72,SRD Rate,SNQQ,CRS,LEISURE,62,70.94,NA,0,Tuesday,0
2021-01-19,1,70.0,LPSR,NHK,WI,CORPORATE,62,70.94,NA,0,Tuesday,0
2021-01-19,4,70.0,LPSR,NQQ,WI,CORPORATE,62,70.94,NA,0,Tuesday,0
2021-01-19,1,65.0,LCLC,SNK,WI,CORPORATE,62,70.94,NA,0,Tuesday,0
2021-01-19,2,70.0,LPSR,NQQ,WI,CORPORATE,62,70.94,NA,0,Tuesday,0
2021-01-19,1,70.0,LBLREP,SNK,WI,CORPORATE,62,70.94,NA,0,Tuesday,0
2021-01-20,1,70.0,LBLO,NK,DIRECT,CORPORATE,62,76.06,NA,0,Wednesday,0
2021-01-20,2,100.0,GROUP~,NQQ,DIRECT,LEISURE,62,76.06,NA,0,Wednesday,0
2021-01-20,1,103.72,SRD Rate,SNQQ1,CRS,LEISURE,62,76.06,NA,0,Wednesday,0
2021-01-20,1,103.72,SRD Rate,SNQQ,CRS,LEISURE,62,76.06,NA,0,Wednesday,0
2021-01-20,2,100.0,GROUP~,NQQ,DIRECT,LEISURE,62,76.06,NA,0,Wednesday,0
2021-01-20,2,100.0,GROUP~,NK,DIRECT,LEISURE,62,76.06,NA,0,Wednesday,0
2021-01-20,1,65.0,LCLC,NK,WI,CORPORATE,62,76.06,NA,0,Wednesday,0
2021-01-20,2,100.0,GROUP~,NQQ,DIRECT,LEISURE,62,76.06,NA,0,Wednesday,0
2021-01-20,1,65.0,LCLC,NQQ,WI,CORPORATE,62,76.06,NA,0,Wednesday,0
2021-01-21,1,70.0,LPSR,NQQ,WI,CORPORATE,63,72.9,NA,0,Thursday,0
2021-01-21,1,65.0,LCLC,NK,WI,CORPORATE,63,72.9,NA,0,Thursday,0
2021-01-21,1,70.0,LPSR,SNK,WI,CORPORATE,63,72.9,NA,0,Thursday,0
2021-01-21,1,103.72,SRD Rate,SNQQ,CRS,LEISURE,63,72.9,NA,0,Thursday,0
2021-01-21,1,65.0,LCLC,SNK,DIRECT,CORPORATE,63,72.9,NA,0,Thursday,0
2021-01-21,1,65.0,LCLC,NQQ,WI,CORPORATE,63,72.9,NA,0,Thursday,0
2021-01-21,14,70.0,LPSR,NQQ,WI,CORPORATE,63,72.9,NA,0,Thursday,0
2021-01-21,1,70.0,LPSR,NQQ,WI,CORPORATE,63,72.9,NA,0,Thursday,0
2021-01-21,1,70.0,LPSR,SNK,WI,CORPORATE,63,72.9,NA,0,Thursday,0
2021-01-21,1,70.0,LPSR,SNK,WI,CORPORATE,63,72.9,NA,0,Thursday,0
2021-01-21,6,70.0,LPSR,NQQ,WI,CORPORATE,63,72.9,NA,0,Thursday,0
2021-01-22,1,100.0,GROUP~,NQQ,DIRECT,LEISURE,73,84.11,NA,0,Friday,0
2021-01-22,1,110.0,GROUP~,NQQ,DIRECT,LEISURE,73,84.11,NA,0,Friday,0
2021-01-22,1,110.0,GROUP~,NK,DIRECT,LEISURE,73,84.11,NA,0,Friday,0
2021-01-22,1,110.0,GROUP~,NQQ,DIRECT,LEISURE,73,84.11,NA,0,Friday,0
2021-01-22,1,110.0,GROUP~,NQQ,DIRECT,LEISURE,73,84.11,NA,0,Friday,0
2021-01-22,1,110.0,GROUP~,NQQ,DIRECT,LEISURE,73,84.11,NA,0,Friday,0
2021-01-22,1,110.0,GROUP~,NQQ,DIRECT,LEISURE,73,84.11,NA,0,Friday,0
2021-01-22,1,110.0,GROUP~,NQQ,DIRECT,LEISURE,73,84.11,NA,0,Friday,0
2021-01-22,3,70.0,LPSS,NQQ,DIRECT,CORPORATE,73,84.11,NA,0,Friday,0
2021-01-22,7,70.0,LHSE,NK,DIRECT,CORPORATE,73,84.11,NA,0,Friday,0
2021-01-22,1,103.72,SRD Rate,NQQ,CRS,CORPORATE,73,84.11,NA,0,Friday,0
2021-01-22,1,110.0,GROUP~,NQQ,DIRECT,LEISURE,73,84.11,NA,0,Friday,0
2021-01-23,1,110.0,GROUP~,NQQ,DIRECT,LEISURE,100,100.21,NA,0,Saturday,1
2021-01-23,1,100.0,GROUP~,NK,DIRECT,LEISURE,100,100.21,NA,0,Saturday,1
2021-01-23,1,110.0,GROUP~,NQQ,DIRECT,LEISURE,100,100.21,NA,0,Saturday,1
2021-01-23,1,65.0,LCLC,NK,CRS,CORPORATE,100,100.21,NA,0,Saturday,1
2021-01-23,1,110.0,GROUP~,NQQ,DIRECT,LEISURE,100,100.21,NA,0,Saturday,1
2021-01-23,1,110.0,GROUP~,NQQ,DIRECT,LEISURE,100,100.21,NA,0,Saturday,1
2021-01-23,1,110.0,GROUP~,NQQ,DIRECT,LEISURE,100,100.21,NA,0,Saturday,1
